Start Time	End Time	Last Access Time	URL	Target Path	State	Danger Type	Interrupt Reason	Opened?	Received Bytes	Total Bytes
2025-01-07 07:59:27	2025-01-07 07:59:45	2025-01-07 07:59:47	https://gcdnb.pbrd.co/images/Zg8CcJioW4dT.png	content://media/external/downloads/1000000033	Complete			Yes	5565	5565
